employee_program_id,employee_id,program_id,enrollment_date,completion_date,participation_status,completion_score
EP005099,E01361,P013,2025-08-03,2025-08-04,Completed,90.07
EP005100,E01177,P025,2024-07-31,2024-09-15,Completed,87.11
EP005101,E01081,P025,2024-07-21,2024-09-19,Completed,80.21
EP005102,E03984,P003,2025-11-24,2025-11-27,Completed,95.18
EP005103,E03200,P024,2025-01-07,2025-01-22,Completed,83.73
EP005104,E01948,P027,2024-11-12,,Enrolled,
EP005105,E01596,P022,2024-12-04,,Enrolled,
EP005106,E04594,P015,2025-04-09,,Enrolled,
EP005107,E03266,P028,2024-09-07,,Enrolled,
EP005108,E01496,P024,2025-02-23,2025-03-19,Completed,66.81
EP005109,E04779,P012,2025-05-23,2025-06-02,Completed,79.29
EP005110,E03610,P027,2025-02-11,2025-02-14,Completed,91.0
EP005111,E03259,P025,2024-07-25,,Enrolled,
EP005112,E04487,P029,2026-02-21,,Enrolled,
EP005113,E03999,P012,2025-06-17,,Enrolled,
EP005114,E02090,P025,2024-07-05,,Enrolled,
EP005115,E04239,P023,2025-08-10,2025-08-29,Completed,92.35
EP005116,E00454,P033,2025-03-18,,Enrolled,
EP005117,E00755,P009,2024-11-26,2024-12-31,Completed,75.38
EP005118,E04378,P005,2025-05-13,2025-07-25,Completed,82.66
EP005119,E03857,P002,2024-07-28,2024-10-26,Completed,89.71
EP005120,E01029,P002,2024-12-08,,Enrolled,
EP005121,E01553,P016,2024-10-17,2024-12-12,Completed,72.17
EP005122,E01756,P039,2026-04-16,2026-04-27,Completed,95.71
EP005123,E01777,P027,2024-12-02,2024-12-17,Completed,74.01
EP005124,E01176,P031,2026-06-27,2026-07-31,Completed,85.66
EP005125,E04226,P017,2024-07-16,2024-07-19,Completed,81.7
EP005126,E04378,P037,2026-07-01,,Enrolled,
EP005127,E02661,P024,2025-01-17,,Enrolled,
EP005128,E03287,P009,2024-08-08,2024-10-24,Completed,96.3
EP005129,E00245,P031,2026-07-31,2026-08-07,Completed,72.83
EP005130,E00874,P024,2025-03-03,2025-04-14,Completed,95.19
EP005131,E02743,P011,2024-12-10,2025-02-23,Completed,90.26
EP005132,E00243,P022,2024-12-09,2025-01-09,Completed,83.09
EP005133,E01201,P031,2026-08-11,,Withdrawn,
EP005134,E04701,P010,2024-08-27,2024-08-28,Completed,89.51
EP005135,E02411,P025,2024-09-16,2024-10-08,Completed,59.76
EP005136,E03667,P020,2025-10-18,2025-12-27,Completed,68.87
EP005137,E04731,P030,2026-08-06,2026-08-09,Completed,79.55
EP005138,E00955,P010,2024-07-17,,Enrolled,
EP005139,E01661,P020,2025-10-29,2025-11-19,Completed,77.18
EP005140,E00553,P024,2025-03-08,,Enrolled,
EP005141,E02091,P002,2024-10-30,2024-12-12,Completed,92.19
EP005142,E00301,P029,2025-12-29,2026-02-27,Completed,85.84
EP005143,E01428,P036,2024-12-05,,Enrolled,
EP005144,E03928,P037,2026-06-01,2026-06-09,Completed,77.63
EP005145,E02499,P020,2025-09-26,2026-01-09,Completed,86.34
EP005146,E00876,P024,2025-03-27,2025-05-05,Completed,82.04
EP005147,E00062,P009,2024-12-25,,Enrolled,
EP005148,E01384,P037,2026-06-14,,Withdrawn,
EP005149,E03443,P016,2024-11-02,2024-12-03,Completed,98.02
EP005150,E01391,P005,2025-06-21,2025-07-15,Completed,81.83
EP005151,E02598,P004,2025-12-01,2026-01-11,Completed,86.5
EP005152,E02768,P011,2025-03-14,2025-03-19,Completed,95.09
EP005153,E03077,P018,2026-05-24,,Enrolled,
EP005154,E04010,P019,2026-01-27,2026-03-10,Completed,86.69
EP005155,E04108,P021,2025-01-13,2025-02-24,Completed,96.9
EP005156,E00253,P021,2025-01-03,2025-01-09,Completed,99.7
EP005157,E04053,P022,2024-11-08,2024-12-22,Completed,87.01
EP005158,E01744,P020,2026-01-18,,Enrolled,
EP005159,E00491,P024,2025-05-02,2025-05-05,Completed,77.99
EP005160,E01749,P014,2026-12-21,2026-12-26,Completed,78.41
EP005161,E01607,P040,2024-10-11,,Enrolled,
EP005162,E03395,P017,2024-04-15,2024-04-16,Completed,81.21
EP005163,E03759,P034,2025-05-25,2025-08-31,Completed,82.28
EP005164,E00230,P010,2024-08-03,2024-08-06,Completed,86.69
EP005165,E02507,P004,2026-01-24,2026-01-31,Completed,77.86
EP005166,E00038,P034,2025-08-13,2025-09-15,Completed,82.68
EP005167,E00325,P036,2024-12-12,,Withdrawn,
EP005168,E01548,P023,2025-06-12,,Enrolled,
EP005169,E02452,P033,2025-03-31,2025-04-02,Completed,86.28
EP005170,E01622,P028,2024-05-06,2024-08-17,Completed,80.81
EP005171,E02973,P036,2025-01-02,2025-01-25,Completed,100.0
EP005172,E03269,P019,2026-02-12,2026-03-31,Completed,66.88
EP005173,E01897,P023,2025-06-27,,Enrolled,
EP005174,E01297,P037,2026-07-08,2026-07-25,Completed,90.84
EP005175,E00296,P039,2026-04-04,,Enrolled,
EP005176,E03474,P014,2026-08-14,2026-11-15,Completed,68.15
EP005177,E02114,P011,2025-02-27,,Enrolled,
EP005178,E01485,P029,2026-05-08,2026-05-09,Completed,86.27
EP005179,E03597,P031,2026-06-29,2026-08-22,Completed,70.42
EP005180,E01202,P034,2025-05-26,,Enrolled,
EP005181,E01214,P038,2025-06-26,,Withdrawn,
EP005182,E02901,P015,2025-03-01,2025-04-08,Completed,96.78
EP005183,E01509,P024,2025-02-02,,Enrolled,
EP005184,E02447,P024,2025-03-26,2025-04-11,Completed,86.24
EP005185,E03872,P036,2024-12-17,2025-01-03,Completed,67.05
EP005186,E01699,P024,2025-04-19,,Enrolled,
EP005187,E02778,P018,2026-06-28,,Enrolled,
EP005188,E03600,P013,2025-07-05,,Enrolled,
EP005189,E04022,P014,2026-08-27,,In Progress,
EP005190,E04770,P014,2026-11-09,2026-12-11,Completed,94.03
EP005191,E02959,P006,2025-05-03,,Enrolled,
EP005192,E02016,P027,2025-02-16,2025-02-16,Completed,83.13
EP005193,E02343,P016,2024-09-25,,Withdrawn,
EP005194,E01386,P040,2024-10-07,2025-01-16,Completed,100.0
EP005195,E00230,P003,2025-12-06,2025-12-06,Completed,81.48
EP005196,E03447,P018,2026-04-23,,Enrolled,
EP005197,E01619,P017,2024-06-15,2024-07-22,Completed,90.14
EP005198,E04613,P036,2024-12-26,2025-01-07,Completed,82.19
EP005199,E04984,P038,2025-06-12,2025-06-29,Completed,82.5
EP005200,E03348,P012,2025-05-11,2025-06-27,Completed,87.27
EP005201,E04784,P033,2025-02-25,2025-03-10,Completed,88.95
EP005202,E01203,P035,2024-08-28,2024-09-13,Completed,70.57
EP005203,E00352,P015,2025-04-27,2025-05-10,Completed,84.48
EP005204,E01785,P013,2025-08-04,2025-08-04,Completed,86.9
EP005205,E04498,P012,2025-06-02,2025-06-22,Completed,75.68
EP005206,E01694,P013,2025-06-12,,Enrolled,
EP005207,E02312,P036,2024-12-31,2025-01-13,Completed,91.97
EP005208,E04457,P020,2025-11-15,,Enrolled,
EP005209,E01037,P035,2024-08-30,2024-09-10,Completed,76.68
EP005210,E00965,P023,2025-05-13,,Enrolled,
EP005211,E01765,P023,2025-06-02,2025-08-02,Completed,79.78
EP005212,E03311,P001,2026-01-31,2026-02-19,Completed,93.94
EP005213,E00731,P039,2026-03-26,2026-03-31,Completed,100.0
EP005214,E03777,P019,2026-01-11,,Enrolled,
EP005215,E04052,P035,2024-07-23,2024-09-22,Completed,87.75
EP005216,E04922,P040,2024-10-21,,Enrolled,
EP005217,E03251,P001,2026-01-06,2026-01-11,Completed,89.13
EP005218,E00987,P019,2025-12-25,2026-04-18,Completed,88.96
EP005219,E03981,P025,2024-09-12,,Enrolled,
EP005220,E04665,P004,2025-12-10,2026-01-04,Completed,83.16
EP005221,E02218,P006,2025-08-11,2025-08-16,Completed,76.21
EP005222,E00488,P001,2026-01-26,,Withdrawn,
EP005223,E04601,P002,2024-09-10,2024-09-25,Completed,84.4
EP005224,E01765,P003,2025-11-19,2025-11-19,Completed,85.33
EP005225,E02659,P038,2025-06-15,2025-06-21,Completed,95.63
EP005226,E01941,P040,2024-12-07,,Withdrawn,
EP005227,E02377,P005,2025-06-16,2025-06-23,Completed,83.93
EP005228,E03701,P012,2025-06-29,,Enrolled,
EP005229,E04723,P032,2025-05-09,2025-05-14,Completed,81.77
EP005230,E00800,P023,2025-07-04,2025-07-24,Completed,65.72
EP005231,E04553,P036,2024-12-04,2025-01-18,Completed,86.89
EP005232,E04816,P029,2026-02-21,2026-03-15,Completed,79.97
EP005233,E00913,P006,2025-05-10,2025-08-18,Completed,84.39
EP005234,E00327,P019,2026-04-07,,Enrolled,
EP005235,E00461,P025,2024-09-14,2024-10-15,Completed,81.71
EP005236,E04018,P038,2025-05-13,2025-06-12,Completed,93.41
EP005237,E03216,P009,2024-12-31,2024-12-31,Completed,83.81
EP005238,E02540,P005,2025-05-20,,Enrolled,
EP005239,E04071,P019,2026-01-14,,Enrolled,
EP005240,E04233,P022,2024-11-29,2024-12-28,Completed,95.62
EP005241,E01134,P039,2026-05-13,2026-05-13,Completed,89.44
EP005242,E02026,P040,2024-10-13,,Enrolled,
EP005243,E00315,P014,2026-09-25,2026-10-16,Completed,81.63
EP005244,E04887,P030,2026-08-15,2026-08-17,Completed,77.25
EP005245,E03920,P004,2026-01-09,,Enrolled,
EP005246,E01816,P006,2025-06-04,2025-06-13,Completed,86.44
EP005247,E02279,P004,2026-01-05,2026-02-12,Completed,75.98
EP005248,E03395,P003,2025-09-25,,Withdrawn,
EP005249,E03521,P036,2024-12-06,2024-12-30,Completed,81.74
EP005250,E03617,P033,2025-01-29,,Withdrawn,
EP005251,E01901,P001,2026-02-22,2026-02-22,Completed,100.0
EP005252,E01454,P037,2026-05-17,2026-06-02,Completed,87.06
EP005253,E04763,P013,2025-05-15,,Enrolled,
EP005254,E02894,P023,2025-06-19,2025-06-21,Completed,81.16
EP005255,E00238,P037,2026-06-23,2026-07-15,Completed,90.12
EP005256,E02037,P008,2024-08-13,2024-10-25,Completed,76.63
EP005257,E03030,P011,2025-01-15,2025-01-17,Completed,100.0
EP005258,E04470,P040,2024-11-14,,Withdrawn,
EP005259,E03845,P010,2024-07-28,,Enrolled,
EP005260,E00598,P021,2025-01-12,2025-02-09,Completed,83.86
EP005261,E01605,P001,2025-12-04,2026-01-19,Completed,81.66
EP005262,E00511,P030,2026-07-11,2026-07-15,Completed,86.95
EP005263,E01491,P027,2024-12-09,2024-12-25,Completed,79.15
EP005264,E04431,P035,2024-07-30,2024-09-02,Completed,92.61
EP005265,E01749,P034,2025-03-23,,Enrolled,
EP005266,E04680,P016,2024-10-29,,Enrolled,
EP005267,E01250,P022,2024-11-18,,Enrolled,
EP005268,E03228,P027,2025-01-15,,Enrolled,
EP005269,E03801,P012,2025-06-28,2025-07-02,Completed,90.16
EP005270,E00492,P011,2024-10-12,2025-02-06,Completed,84.3
EP005271,E04229,P026,2026-10-17,,In Progress,
EP005272,E04133,P003,2025-10-16,2025-12-02,Completed,100.0
EP005273,E02807,P033,2025-01-26,,Enrolled,
EP005274,E02819,P034,2025-08-06,2025-09-03,Completed,70.07
EP005275,E00728,P023,2025-06-07,2025-08-05,Completed,75.67
EP005276,E04524,P037,2026-05-30,,Enrolled,
EP005277,E04121,P032,2025-04-22,2025-04-23,Completed,91.85
EP005278,E04965,P029,2026-02-11,2026-04-26,Completed,100.0
EP005279,E01274,P010,2024-07-26,,Enrolled,
EP005280,E01068,P038,2025-06-17,2025-06-23,Completed,85.03
EP005281,E02359,P015,2025-05-13,,Enrolled,
EP005282,E00400,P017,2024-03-07,2024-05-18,Completed,83.82
EP005283,E03025,P037,2026-05-25,,Enrolled,
EP005284,E03608,P038,2025-06-20,,Enrolled,
EP005285,E04644,P032,2025-04-15,2025-05-14,Completed,84.16
EP005286,E04996,P020,2025-12-19,2026-01-05,Completed,70.45
EP005287,E01373,P022,2024-11-30,2024-12-22,Completed,83.23
EP005288,E02775,P006,2025-04-15,2025-05-11,Completed,70.83
EP005289,E00160,P032,2025-02-14,,Enrolled,
EP005290,E00222,P006,2025-08-12,2025-08-15,Completed,84.14
EP005291,E03924,P028,2024-05-16,2024-08-12,Completed,73.65
EP005292,E00457,P001,2025-11-27,2026-02-10,Completed,87.8
EP005293,E03768,P033,2025-03-17,2025-04-02,Completed,89.12
EP005294,E01008,P016,2024-10-07,2024-10-17,Completed,93.6
EP005295,E04294,P021,2025-02-17,2025-03-18,Completed,90.55
EP005296,E04252,P013,2025-05-22,2025-07-06,Completed,94.41
EP005297,E03028,P007,2024-10-02,2024-10-17,Completed,80.86
EP005298,E03788,P010,2024-08-04,,Enrolled,
EP005299,E02176,P038,2025-05-07,,Enrolled,
EP005300,E02548,P026,2026-09-29,2026-10-11,Completed,95.04
EP005301,E03611,P013,2025-06-22,,Enrolled,
EP005302,E01325,P014,2026-10-08,,In Progress,
EP005303,E04457,P037,2026-05-19,2026-07-15,Completed,76.5
EP005304,E00772,P008,2024-06-20,2024-11-12,Completed,83.63
EP005305,E01792,P002,2024-08-21,2024-11-15,Completed,83.3
EP005306,E02236,P005,2025-04-10,2025-07-28,Completed,79.46
EP005307,E00107,P002,2024-08-04,2024-11-04,Completed,86.19
EP005308,E01381,P025,2024-09-20,2024-10-25,Completed,78.67
EP005309,E02256,P025,2024-06-21,,Enrolled,
EP005310,E03317,P033,2025-04-04,2025-04-04,Completed,74.32
EP005311,E01370,P037,2026-07-21,,Withdrawn,
EP005312,E00821,P027,2024-11-19,2025-01-11,Completed,73.02
EP005313,E01428,P015,2025-05-24,2025-05-30,Completed,80.98
EP005314,E00318,P016,2024-10-04,,Enrolled,
EP005315,E01610,P029,2026-01-31,2026-03-21,Completed,91.51
EP005316,E01569,P008,2024-06-30,,Enrolled,
EP005317,E04382,P016,2024-08-06,2024-08-31,Completed,80.35
EP005318,E01300,P029,2026-05-28,2026-06-02,Completed,78.39
EP005319,E00545,P001,2025-12-12,,Withdrawn,
EP005320,E04642,P020,2025-12-10,2026-01-14,Completed,78.1
EP005321,E03449,P014,2026-12-22,2026-12-29,Completed,74.47
EP005322,E01843,P018,2026-05-12,2026-05-31,Completed,89.4
EP005323,E00053,P009,2024-08-11,2024-08-13,Completed,75.09
EP005324,E00144,P019,2026-05-08,2026-05-19,Completed,94.92
EP005325,E00754,P038,2025-06-23,2025-06-25,Completed,63.89
EP005326,E01303,P039,2026-04-23,2026-04-26,Completed,76.88
EP005327,E00378,P019,2025-12-10,2025-12-27,Completed,79.03
EP005328,E00540,P030,2026-07-18,,Withdrawn,
EP005329,E04311,P026,2026-08-24,2026-08-27,Completed,88.95
EP005330,E03910,P011,2024-12-25,2025-02-08,Completed,68.97
EP005331,E03126,P023,2025-07-19,,Enrolled,
EP005332,E02495,P005,2025-06-03,2025-08-04,Completed,95.98
EP005333,E00407,P040,2025-01-10,,Enrolled,
EP005334,E03960,P026,2026-09-20,,In Progress,
EP005335,E04462,P018,2026-05-27,2026-05-29,Completed,94.55
EP005336,E03270,P039,2026-04-03,,Enrolled,
EP005337,E04131,P029,2026-04-26,2026-05-31,Completed,86.87
EP005338,E01996,P002,2024-09-09,2024-09-25,Completed,92.25
EP005339,E01514,P021,2025-03-16,2025-03-28,Completed,69.23
EP005340,E01311,P022,2024-12-07,2024-12-23,Completed,92.94
EP005341,E01672,P005,2025-07-04,,Enrolled,
EP005342,E01722,P008,2024-11-07,,Enrolled,
EP005343,E00015,P016,2024-10-08,2024-12-03,Completed,86.58
EP005344,E03224,P014,2026-08-13,,In Progress,
EP005345,E04197,P032,2025-05-17,2025-05-17,Completed,83.75
EP005346,E04028,P013,2025-05-28,,Enrolled,
EP005347,E00626,P033,2025-03-24,2025-03-29,Completed,79.72
EP005348,E01448,P024,2025-01-04,,Enrolled,
EP005349,E00739,P021,2025-01-14,2025-02-28,Completed,92.86
EP005350,E01312,P010,2024-07-01,2024-07-20,Completed,81.27
EP005351,E04937,P022,2024-11-09,,Enrolled,
EP005352,E00309,P005,2025-07-13,2025-08-08,Completed,75.77
EP005353,E00624,P037,2026-05-19,,Enrolled,
EP005354,E03093,P017,2024-05-09,2024-06-15,Completed,90.57
EP005355,E04074,P001,2026-02-22,2026-02-22,Completed,80.4
EP005356,E00343,P007,2024-09-20,2024-10-10,Completed,84.14
EP005357,E01544,P040,2025-02-07,,Enrolled,
EP005358,E00193,P037,2026-05-21,2026-06-06,Completed,72.04
EP005359,E03324,P005,2025-06-08,2025-06-18,Completed,77.55
EP005360,E00139,P039,2026-05-08,2026-05-13,Completed,95.19
EP005361,E00845,P013,2025-08-04,,Withdrawn,
EP005362,E00813,P016,2024-09-17,,Enrolled,
EP005363,E03213,P008,2024-06-08,2024-06-26,Completed,78.47
EP005364,E03883,P024,2025-01-17,2025-02-04,Completed,80.3
EP005365,E01166,P040,2024-12-05,2025-01-09,Completed,78.89
EP005366,E00467,P011,2025-01-18,2025-02-26,Completed,63.99
EP005367,E00069,P028,2024-08-14,2024-09-05,Completed,89.52
EP005368,E00011,P037,2026-06-25,2026-07-06,Completed,84.12
EP005369,E02194,P034,2025-07-17,,Enrolled,
EP005370,E01072,P006,2025-08-08,2025-08-08,Completed,64.77
EP005371,E01736,P038,2025-04-09,,Enrolled,
EP005372,E01318,P001,2026-01-27,,Enrolled,
EP005373,E03072,P034,2025-06-25,,Enrolled,
EP005374,E01542,P027,2025-02-08,,Enrolled,
EP005375,E04348,P012,2025-06-10,2025-06-15,Completed,88.36
EP005376,E04629,P003,2025-10-23,2025-11-04,Completed,95.49
EP005377,E02554,P014,2026-12-12,,In Progress,
EP005378,E03864,P001,2026-02-05,,Withdrawn,
EP005379,E03489,P034,2025-05-04,2025-08-26,Completed,85.97
EP005380,E01373,P015,2025-06-06,,Enrolled,
EP005381,E02585,P034,2025-06-19,,Withdrawn,
EP005382,E00540,P034,2025-05-09,2025-08-25,Completed,83.52
EP005383,E01443,P033,2025-01-25,2025-04-01,Completed,92.56
EP005384,E02242,P035,2024-08-11,2024-09-21,Completed,91.28
EP005385,E01516,P001,2026-02-11,2026-02-16,Completed,100.0
EP005386,E01632,P031,2026-08-11,2026-08-12,Completed,68.42
EP005387,E01770,P019,2026-02-23,2026-03-20,Completed,79.73
EP005388,E00771,P039,2026-05-18,,Enrolled,
EP005389,E02322,P022,2024-11-12,2024-11-14,Completed,85.91
EP005390,E02445,P021,2025-03-15,2025-03-28,Completed,74.39
EP005391,E04427,P002,2024-10-05,,Enrolled,
EP005392,E00063,P032,2025-03-20,,Withdrawn,
EP005393,E02266,P023,2025-05-27,,Enrolled,
EP005394,E00439,P006,2025-05-19,2025-08-17,Completed,92.52
EP005395,E02504,P006,2025-07-04,,Withdrawn,
EP005396,E02142,P036,2024-12-27,2025-01-04,Completed,78.26
EP005397,E00984,P010,2024-06-15,2024-08-07,Completed,72.04
EP005398,E04486,P006,2025-08-12,2025-08-16,Completed,95.3
EP005399,E02793,P033,2025-03-29,2025-04-05,Completed,75.38
EP005400,E03809,P013,2025-06-10,,Withdrawn,
EP005401,E00254,P029,2026-05-29,,Enrolled,
EP005402,E00165,P006,2025-05-05,,Withdrawn,
EP005403,E01781,P006,2025-08-09,2025-08-16,Completed,100.0
EP005404,E01245,P031,2026-06-23,2026-06-28,Completed,84.9
EP005405,E04005,P016,2024-11-26,,Withdrawn,
EP005406,E04790,P007,2024-08-27,2024-08-30,Completed,82.4
EP005407,E00038,P020,2026-01-07,,Enrolled,
EP005408,E03426,P035,2024-07-20,2024-09-01,Completed,100.0
EP005409,E02562,P019,2026-05-06,,Enrolled,
EP005410,E01656,P018,2026-05-29,,Enrolled,
EP005411,E02785,P022,2024-11-27,2025-01-16,Completed,70.38
EP005412,E02445,P025,2024-11-11,2024-12-04,Completed,94.9
EP005413,E03148,P012,2025-04-18,,Enrolled,
EP005414,E00470,P039,2026-03-23,2026-05-21,Completed,82.24
EP005415,E00217,P025,2024-08-23,2024-11-11,Completed,86.62
EP005416,E03565,P035,2024-07-25,,Enrolled,
EP005417,E01507,P036,2025-01-06,,Enrolled,
EP005418,E04760,P017,2024-07-09,2024-07-09,Completed,85.31
EP005419,E03882,P036,2024-12-31,2025-01-16,Completed,78.43
EP005420,E03135,P009,2024-09-08,,Enrolled,
EP005421,E01289,P004,2025-09-10,,Enrolled,
EP005422,E04038,P029,2026-01-13,2026-02-06,Completed,68.71
EP005423,E04680,P012,2025-06-30,2025-07-04,Completed,100.0
EP005424,E04614,P002,2024-11-25,2024-12-02,Completed,82.87
EP005425,E04995,P003,2025-11-30,,Enrolled,
EP005426,E04148,P005,2025-08-09,,Enrolled,
EP005427,E02672,P002,2024-10-23,2024-12-20,Completed,72.01
EP005428,E04658,P034,2025-05-16,2025-09-05,Completed,82.84
EP005429,E00775,P002,2024-09-26,,Enrolled,
EP005430,E01782,P039,2026-05-27,2026-05-27,Completed,73.42
EP005431,E03583,P039,2026-03-25,2026-04-16,Completed,87.58
EP005432,E04974,P009,2024-07-27,,Enrolled,
EP005433,E01490,P037,2026-07-18,2026-07-18,Completed,72.58
EP005434,E00477,P011,2024-10-22,2025-02-06,Completed,71.79
EP005435,E02439,P009,2024-07-03,2024-12-21,Completed,88.37
EP005436,E04317,P039,2026-05-02,2026-05-23,Completed,73.57
EP005437,E00069,P013,2025-06-10,2025-06-29,Completed,87.25
EP005438,E01953,P007,2024-08-22,2024-09-03,Completed,81.31
EP005439,E02813,P034,2025-05-05,,Enrolled,
EP005440,E03951,P012,2025-06-27,2025-07-03,Completed,84.05
EP005441,E01653,P001,2025-12-05,,Withdrawn,
EP005442,E04657,P019,2026-02-25,,Enrolled,
EP005443,E04364,P001,2025-11-27,2026-02-11,Completed,85.39
EP005444,E04838,P016,2024-10-07,2024-11-14,Completed,82.53
EP005445,E00610,P018,2026-07-12,2026-07-17,Completed,77.52
EP005446,E04909,P030,2026-07-07,,In Progress,
EP005447,E04519,P025,2024-10-02,,Enrolled,
EP005448,E03659,P034,2025-07-06,,Enrolled,
EP005449,E02956,P031,2026-06-23,2026-07-24,Completed,72.57
EP005450,E04109,P004,2026-01-30,2026-02-14,Completed,81.17
EP005451,E00993,P023,2025-08-30,,Enrolled,
EP005452,E03888,P008,2024-11-09,,Enrolled,
EP005453,E03418,P027,2025-01-07,2025-02-14,Completed,85.05
EP005454,E03284,P009,2024-07-19,2024-12-21,Completed,64.97
EP005455,E03735,P013,2025-05-14,,Enrolled,
EP005456,E04412,P035,2024-09-16,,Withdrawn,
EP005457,E02240,P025,2024-06-23,2024-10-07,Completed,89.58
EP005458,E03854,P022,2025-01-08,,Enrolled,
EP005459,E01254,P012,2025-04-24,,Enrolled,
EP005460,E01016,P003,2025-10-31,2025-11-29,Completed,81.73
EP005461,E01587,P014,2026-08-23,2026-12-03,Completed,82.41
EP005462,E02083,P019,2025-12-22,2026-03-07,Completed,94.25
EP005463,E03810,P025,2024-07-21,2024-09-06,Completed,100.0
EP005464,E02531,P018,2026-07-18,,Enrolled,
EP005465,E01339,P003,2025-12-06,,Enrolled,
EP005466,E00440,P032,2025-05-04,2025-05-13,Completed,89.32
EP005467,E00532,P012,2025-06-29,2025-06-30,Completed,78.77
EP005468,E00902,P032,2025-04-05,2025-04-23,Completed,83.54
EP005469,E00896,P008,2024-10-09,2024-11-09,Completed,69.41
EP005470,E03112,P018,2026-07-23,2026-07-24,Completed,95.98
EP005471,E03235,P039,2026-03-08,2026-05-02,Completed,91.68
EP005472,E03360,P012,2025-05-23,2025-05-30,Completed,81.92
EP005473,E02408,P024,2025-01-04,,Enrolled,
EP005474,E04346,P006,2025-05-30,2025-07-04,Completed,75.51
EP005475,E04393,P028,2024-05-01,2024-07-30,Completed,81.24
EP005476,E01987,P012,2025-07-04,,Enrolled,
EP005477,E01704,P001,2026-01-17,,Enrolled,
EP005478,E04844,P006,2025-08-16,,Enrolled,
EP005479,E02997,P036,2025-01-30,,Enrolled,
EP005480,E00321,P011,2025-03-25,2025-03-26,Completed,89.11
EP005481,E02875,P023,2025-06-22,2025-07-29,Completed,76.87
EP005482,E02745,P029,2026-04-13,2026-04-17,Completed,77.87
EP005483,E00216,P002,2024-10-15,2024-12-13,Completed,73.4
EP005484,E00312,P014,2026-09-19,2026-12-03,Completed,80.22
EP005485,E04425,P009,2024-09-08,,Enrolled,
EP005486,E00962,P014,2026-08-21,,In Progress,
EP005487,E01080,P013,2025-07-07,2025-07-16,Completed,84.58
EP005488,E03077,P004,2025-12-02,,Enrolled,
EP005489,E03089,P009,2024-09-05,2024-11-10,Completed,89.87
EP005490,E03562,P003,2025-10-19,2025-12-06,Completed,68.89
EP005491,E04577,P021,2025-01-26,2025-02-03,Completed,73.98
EP005492,E00322,P001,2025-12-02,,Withdrawn,
EP005493,E03658,P038,2025-03-26,,Enrolled,
EP005494,E04744,P002,2024-08-25,,Withdrawn,
EP005495,E04727,P024,2024-12-28,,Withdrawn,
EP005496,E04895,P005,2025-06-18,2025-07-16,Completed,87.67
EP005497,E00465,P035,2024-08-30,,Enrolled,
EP005498,E04209,P027,2024-12-09,,Enrolled,
EP005499,E04845,P009,2024-11-03,2024-12-08,Completed,100.0
EP005500,E04407,P017,2024-03-03,,Withdrawn,
EP005501,E01669,P018,2026-07-09,,Enrolled,
EP005502,E00988,P029,2026-01-04,2026-05-04,Completed,79.76
EP005503,E01290,P039,2026-05-08,,Enrolled,
EP005504,E03326,P028,2024-08-25,,Enrolled,
